# Program:featureCounts v1.6.4; Command:"featureCounts" "-T" "4" "-p" "-a" "../Hv_genome/gene_annotation/Barley_Morex_V2_gene_annotation_PGSB.all.gff3.gz" "-t" "gene" "-g" "ID" "-o" "../4_Counts/GC_GABA_ABA_geneCounts.txt" "../3_BAM/GABA_S3.STARAligned_sortedByName.bam" "../3_BAM/GABA_S2.STARAligned_sortedByName.bam" "../3_BAM/GABA_S4.STARAligned_sortedByName.bam" "../3_BAM/GABA_S1.STARAligned_sortedByName.bam" "../3_BAM/Kont_S3.STARAligned_sortedByName.bam" "../3_BAM/Kont_S2.STARAligned_sortedByName.bam" "../3_BAM/Kont_S4.STARAligned_sortedByName.bam" "../3_BAM/Kont_S1.STARAligned_sortedByName.bam" "../3_BAM/ABA_S3.STARAligned_sortedByName.bam" "../3_BAM/ABA_S2.STARAligned_sortedByName.bam" "../3_BAM/ABA_S4.STARAligned_sortedByName.bam" "../3_BAM/ABA_S1.STARAligned_sortedByName.bam" 
Geneid	../3_BAM/GABA_S3.STARAligned_sortedByName.bam	../3_BAM/GABA_S2.STARAligned_sortedByName.bam	../3_BAM/GABA_S4.STARAligned_sortedByName.bam	../3_BAM/GABA_S1.STARAligned_sortedByName.bam	../3_BAM/Kont_S3.STARAligned_sortedByName.bam	../3_BAM/Kont_S2.STARAligned_sortedByName.bam	../3_BAM/Kont_S4.STARAligned_sortedByName.bam	../3_BAM/Kont_S1.STARAligned_sortedByName.bam	../3_BAM/ABA_S3.STARAligned_sortedByName.bam	../3_BAM/ABA_S2.STARAligned_sortedByName.bam	../3_BAM/ABA_S4.STARAligned_sortedByName.bam	../3_BAM/ABA_S1.STARAligned_sortedByName.bam
HORVU.MOREX.r2.4HG0276550	6180	7735	7163	3843	3474	1496	3763	2940	2705	2432	3500	3268
HORVU.MOREX.r2.4HG0276560	18	4	10	6	4	0	4	7	9	6	2	0
HORVU.MOREX.r2.4HG0276570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276590	9799	13319	13342	7288	7023	1937	6975	7364	3576	5586	5633	6673
HORVU.MOREX.r2.4HG0276600	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276610	1	2	3	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276640	5825	7979	8216	4345	4346	1282	4239	4594	1979	3394	2852	3811
HORVU.MOREX.r2.4HG0276650	201	275	255	250	321	114	289	348	171	278	191	298
HORVU.MOREX.r2.4HG0276660	63	79	84	80	63	13	89	74	49	59	37	74
HORVU.MOREX.r2.4HG0276670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276700	1582	2752	2066	1895	3256	1541	3472	3255	4378	2620	4318	4071
HORVU.MOREX.r2.4HG0276710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276750	9	3	4	0	0	1	0	23	1	0	11	0
HORVU.MOREX.r2.4HG0276760	3852	5627	5652	3420	3153	1082	3639	3486	2140	2957	2998	3378
HORVU.MOREX.r2.4HG0276770	845	1063	954	754	1201	476	1177	1021	577	830	939	962
HORVU.MOREX.r2.4HG0276780	954	1250	972	1039	1155	602	1365	838	404	968	1159	921
HORVU.MOREX.r2.4HG0276790	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276810	3299	3578	3993	2592	1763	1062	3929	1996	3085	5797	5483	3931
HORVU.MOREX.r2.4HG0276820	729	989	937	930	764	398	975	661	440	882	904	1034
HORVU.MOREX.r2.4HG0276830	6261	4229	5170	6663	8075	2223	11810	2876	6441	7541	22977	6072
HORVU.MOREX.r2.4HG0276840	0	0	0	0	0	0	0	0	1	0	2	0
HORVU.MOREX.r2.4HG0276850	0	0	0	1	0	0	0	0	0	2	0	0
HORVU.MOREX.r2.4HG0276860	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276870	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276890	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276900	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276910	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276920	0	0	0	0	5	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276940	0	0	0	0	0	0	1	0	0	0	1	5
HORVU.MOREX.r2.4HG0276950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276970	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0276990	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277020	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277030	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277040	9	1	3	3	4	1	2	14	4	3	3	11
HORVU.MOREX.r2.4HG0277050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277060	0	0	1	0	0	0	0	0	0	0	2	6
HORVU.MOREX.r2.4HG0277070	1744	2641	2447	2046	2496	776	2494	2133	1538	1941	2088	2593
HORVU.MOREX.r2.4HG0277080	1530	2349	2143	1721	2394	1009	2071	1629	1177	1223	1710	1425
HORVU.MOREX.r2.4HG0277090	5540	7958	6500	5543	5463	3313	5793	3817	5025	3479	5499	3794
HORVU.MOREX.r2.4HG0277100	16	40	26	23	53	21	70	38	15	55	26	34
HORVU.MOREX.r2.4HG0277110	44	61	65	35	138	41	141	128	73	114	80	135
HORVU.MOREX.r2.4HG0277120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277170	3	6	5	1	0	0	6	0	1	3	3	4
HORVU.MOREX.r2.4HG0277180	1424	1542	1512	1686	1711	935	2065	1310	768	1504	1480	1210
HORVU.MOREX.r2.4HG0277190	1584	1907	1756	1667	1425	1076	2059	1320	717	1585	1620	1282
HORVU.MOREX.r2.4HG0277200	7	0	2	2	3	1	1	6	2	5	4	0
HORVU.MOREX.r2.4HG0277210	169	227	218	121	176	44	138	110	59	164	77	156
HORVU.MOREX.r2.4HG0277220	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277230	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277240	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277250	87	133	178	137	76	37	59	66	69	89	114	135
HORVU.MOREX.r2.4HG0277260	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277270	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277280	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277290	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277310	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277330	85	112	110	94	89	32	62	59	44	55	96	53
HORVU.MOREX.r2.4HG0277340	47	36	61	40	44	16	37	38	5	29	43	23
HORVU.MOREX.r2.4HG0277350	7524	7316	6769	10074	17432	3773	9865	11420	6257	4191	3566	1782
HORVU.MOREX.r2.4HG0277360	1	0	0	1	0	0	0	0	0	0	5	0
HORVU.MOREX.r2.4HG0277370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277400	1211	1484	1574	1178	1257	515	1553	1301	1181	1086	1798	1848
HORVU.MOREX.r2.4HG0277410	75	135	136	109	164	48	156	122	130	87	144	139
HORVU.MOREX.r2.4HG0277420	2577	3449	3269	2303	2768	918	2595	2389	1513	2031	2285	2812
HORVU.MOREX.r2.4HG0277430	191	247	253	183	340	99	205	127	167	218	186	240
HORVU.MOREX.r2.4HG0277440	25	29	31	27	42	21	71	40	33	48	66	55
HORVU.MOREX.r2.4HG0277450	5	1	11	5	43	51	45	57	4	7	14	9
HORVU.MOREX.r2.4HG0277460	1284	1845	1729	1590	1607	694	1928	1104	827	1270	1455	1420
HORVU.MOREX.r2.4HG0277470	402	594	501	845	488	269	684	345	240	317	385	345
HORVU.MOREX.r2.4HG0277480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277500	1961	2477	2613	2732	3216	1388	3226	2650	1662	2699	2710	2935
HORVU.MOREX.r2.4HG0277510	49	62	57	42	17	4	21	18	19	4	25	29
HORVU.MOREX.r2.4HG0277520	653	947	801	628	665	318	667	730	507	630	647	637
HORVU.MOREX.r2.4HG0277530	10012	6398	8028	5116	12810	1712	16295	9527	3100	3177	7842	5032
HORVU.MOREX.r2.4HG0277540	202	264	476	239	613	269	476	354	115	61	73	87
HORVU.MOREX.r2.4HG0277550	304	194	319	248	720	181	591	251	346	377	638	757
HORVU.MOREX.r2.4HG0277560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277570	0	0	0	0	0	0	1	0	0	0	0	0
HORVU.MOREX.r2.4HG0277580	638	692	851	860	739	392	888	622	330	672	801	691
HORVU.MOREX.r2.4HG0277590	1879	2419	2921	2449	6688	3517	6067	8212	1347	1072	1078	798
HORVU.MOREX.r2.4HG0277600	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277610	0	2	0	3	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277620	252	339	387	310	349	109	329	377	300	328	383	519
HORVU.MOREX.r2.4HG0277630	0	2	3	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277650	44	103	39	97	106	35	50	65	96	125	182	107
HORVU.MOREX.r2.4HG0277660	2745	2363	1781	706	1519	493	1427	942	557	853	1104	1145
HORVU.MOREX.r2.4HG0277670	153	223	251	178	338	135	240	262	96	205	95	239
HORVU.MOREX.r2.4HG0277680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277690	216	269	298	219	293	137	276	279	136	231	192	284
HORVU.MOREX.r2.4HG0277700	1345	2381	3553	2052	2974	1213	2826	1859	910	1727	1589	1978
HORVU.MOREX.r2.4HG0277710	66	122	155	72	118	77	183	148	57	101	102	175
HORVU.MOREX.r2.4HG0277720	1044	1378	1268	882	795	348	931	874	1331	1851	2359	3143
HORVU.MOREX.r2.4HG0277730	2761	4064	3914	3235	4126	2194	3808	2872	2802	3186	3945	3672
HORVU.MOREX.r2.4HG0277740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277750	659	934	912	425	461	154	558	512	193	445	394	507
HORVU.MOREX.r2.4HG0277760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277770	0	0	0	0	2	0	1	0	0	0	0	3
HORVU.MOREX.r2.4HG0277780	9	29	25	14	21	2	9	14	12	8	5	6
HORVU.MOREX.r2.4HG0277790	3120	3529	4134	1982	1761	858	1877	912	1118	1383	2091	1478
HORVU.MOREX.r2.4HG0277800	1	0	3	6	3	0	5	1	0	1	0	0
HORVU.MOREX.r2.4HG0277810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277830	83	308	288	895	139	52	176	25	47	26	47	28
HORVU.MOREX.r2.4HG0277840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277850	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277860	442	697	431	527	485	254	549	612	399	816	737	989
HORVU.MOREX.r2.4HG0277870	704	1181	938	986	540	353	546	582	535	442	603	679
HORVU.MOREX.r2.4HG0277880	2051	2699	3252	1957	3045	1478	3778	4069	1830	2159	2394	2842
HORVU.MOREX.r2.4HG0277890	112	142	286	20	37	6	31	137	9	55	3	63
HORVU.MOREX.r2.4HG0277900	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277910	953	1264	1666	1901	3673	1709	3653	2793	1260	2528	2218	2158
HORVU.MOREX.r2.4HG0277920	47	66	88	98	182	115	289	88	27	166	135	111
HORVU.MOREX.r2.4HG0277930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277940	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277950	10	16	21	0	0	2	5	0	1	7	15	11
HORVU.MOREX.r2.4HG0277960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0277970	13	44	44	11	17	2	4	5	5	1	6	11
HORVU.MOREX.r2.4HG0277980	3	3	11	1	19	6	12	17	4	11	0	14
HORVU.MOREX.r2.4HG0277990	16	30	10	18	29	19	22	16	11	23	7	13
HORVU.MOREX.r2.4HG0278000	175	237	250	180	259	75	243	250	115	179	112	149
HORVU.MOREX.r2.4HG0278010	212	401	381	120	124	52	115	165	66	132	101	80
HORVU.MOREX.r2.4HG0278020	1043	1274	1731	900	1501	601	857	940	706	287	380	151
HORVU.MOREX.r2.4HG0278030	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278040	2	1	0	1	2	1	0	0	6	0	1	0
HORVU.MOREX.r2.4HG0278050	0	0	0	0	6	0	0	0	2	0	0	0
HORVU.MOREX.r2.4HG0278060	362	249	277	93	260	88	139	90	291	67	153	48
HORVU.MOREX.r2.4HG0278070	486	725	747	540	666	158	591	591	345	403	386	469
HORVU.MOREX.r2.4HG0278080	1420	1963	1891	1512	1503	701	1712	1405	671	1304	1553	1260
HORVU.MOREX.r2.4HG0278090	1821	2387	2587	1767	2427	993	2250	2197	1529	1914	1951	2176
HORVU.MOREX.r2.4HG0278100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278110	1603	2320	2103	1875	2252	1052	1999	1896	1133	1382	1489	1588
HORVU.MOREX.r2.4HG0278120	860	911	902	719	987	421	763	645	671	660	699	757
HORVU.MOREX.r2.4HG0278130	0	0	1	0	4	2	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278140	178	381	166	577	145	156	83	241	154	60	107	103
HORVU.MOREX.r2.4HG0278150	3	3	4	9	2	1	4	1	2	1	0	0
HORVU.MOREX.r2.4HG0278160	108	112	143	105	122	34	105	99	45	109	61	96
HORVU.MOREX.r2.4HG0278170	0	1	3	2	2	2	0	2	1	9	2	0
HORVU.MOREX.r2.4HG0278180	475	1183	466	903	296	140	242	292	134	97	135	99
HORVU.MOREX.r2.4HG0278190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278200	813	1307	920	711	424	148	459	554	300	347	306	396
HORVU.MOREX.r2.4HG0278210	46	99	38	68	71	28	36	84	39	51	34	34
HORVU.MOREX.r2.4HG0278220	1178	1585	1481	1555	1808	994	1790	1705	694	1062	1044	1188
HORVU.MOREX.r2.4HG0278230	2519	3087	3134	2436	3780	1275	4127	4001	1937	3880	3442	3812
HORVU.MOREX.r2.4HG0278240	166	347	168	365	168	99	318	172	179	373	326	337
HORVU.MOREX.r2.4HG0278250	617	796	786	644	612	289	624	568	360	400	624	586
HORVU.MOREX.r2.4HG0278260	89774	123217	143197	84478	149808	37368	191848	190720	54171	110716	120458	165957
HORVU.MOREX.r2.4HG0278270	43	58	76	27	44	21	47	62	32	125	44	121
HORVU.MOREX.r2.4HG0278280	67	101	125	57	85	40	119	70	39	114	103	118
HORVU.MOREX.r2.4HG0278290	148	232	222	130	264	117	173	220	120	281	213	233
HORVU.MOREX.r2.4HG0278300	192	351	345	156	454	243	353	470	202	465	252	495
HORVU.MOREX.r2.4HG0278310	54	93	80	82	122	32	101	18	31	16	39	11
HORVU.MOREX.r2.4HG0278320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278330	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278340	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278350	564	612	755	425	836	294	890	737	393	483	430	520
HORVU.MOREX.r2.4HG0278360	4	1	2	2	6	1	9	11	0	0	5	0
HORVU.MOREX.r2.4HG0278370	22	36	33	24	48	35	49	58	21	25	31	48
HORVU.MOREX.r2.4HG0278380	58	113	54	58	19	16	13	16	51	86	142	71
HORVU.MOREX.r2.4HG0278390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278400	0	0	0	0	0	0	0	0	2	0	0	0
HORVU.MOREX.r2.4HG0278410	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278420	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278440	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278450	4110	6990	4974	1855	554	326	880	755	694	1379	1263	1534
HORVU.MOREX.r2.4HG0278460	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278480	3	3	5	6	1	5	0	3	5	5	0	8
HORVU.MOREX.r2.4HG0278490	282	420	389	415	91	75	155	100	67	47	82	66
HORVU.MOREX.r2.4HG0278500	105	169	168	184	90	44	118	80	43	51	35	40
HORVU.MOREX.r2.4HG0278510	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278520	3	1	5	8	4	3	9	6	10	7	14	3
HORVU.MOREX.r2.4HG0278530	157	214	274	263	535	221	424	407	279	589	476	738
HORVU.MOREX.r2.4HG0278540	1	7	3	0	1	0	7	0	6	3	0	17
HORVU.MOREX.r2.4HG0278550	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278560	0	0	0	0	0	3	2	1	0	1	2	4
HORVU.MOREX.r2.4HG0278570	0	0	0	0	0	0	4	0	0	0	0	0
HORVU.MOREX.r2.4HG0278580	93	100	101	244	310	97	94	212	31	39	36	46
HORVU.MOREX.r2.4HG0278590	14	10	8	9	7	6	10	21	2	6	1	13
HORVU.MOREX.r2.4HG0278600	6	4	7	0	1	0	1	3	3	36	28	32
HORVU.MOREX.r2.4HG0278610	902	2983	1460	1344	122	90	157	132	121	127	199	305
HORVU.MOREX.r2.4HG0278620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278640	2026	2837	2723	2083	1802	1010	2036	1778	1340	1727	2277	2248
HORVU.MOREX.r2.4HG0278650	48	254	79	188	9	9	14	1	26	8	48	35
HORVU.MOREX.r2.4HG0278660	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278670	3484	4315	4330	2981	5884	1895	6882	10479	2280	7374	7239	7286
HORVU.MOREX.r2.4HG0278680	13	5	14	4	20	2	6	23	15	3	4	21
HORVU.MOREX.r2.4HG0278690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278730	2806	4177	3421	2386	5104	2018	4087	5612	1992	2298	1425	2466
HORVU.MOREX.r2.4HG0278740	1	3	0	6	1	5	0	4	0	0	3	0
HORVU.MOREX.r2.4HG0278750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278760	1697	2084	1824	1308	1414	463	1195	1209	655	912	1300	999
HORVU.MOREX.r2.4HG0278770	0	0	0	0	0	0	0	1	0	0	5	3
HORVU.MOREX.r2.4HG0278780	0	0	0	0	0	0	1	0	0	0	0	0
HORVU.MOREX.r2.4HG0278790	1	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278800	6	11	17	8	19	5	20	7	5	3	15	21
HORVU.MOREX.r2.4HG0278810	3294	4589	4036	5083	4142	1870	3940	2797	2384	2848	4210	2864
HORVU.MOREX.r2.4HG0278820	24	16	37	45	28	16	56	5	7	31	31	23
HORVU.MOREX.r2.4HG0278830	1146	1505	1544	1097	1677	667	1452	1204	1041	1514	1405	1707
HORVU.MOREX.r2.4HG0278840	1597	1976	2133	2125	1790	865	2379	1508	815	1987	1887	1523
HORVU.MOREX.r2.4HG0278850	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278860	2620	3762	3006	2858	3301	1153	2927	2383	1339	1463	1767	1684
HORVU.MOREX.r2.4HG0278870	0	0	4	0	0	0	2	0	0	0	0	0
HORVU.MOREX.r2.4HG0278880	5	10	5	9	5	9	13	10	5	16	5	4
HORVU.MOREX.r2.4HG0278890	565	712	784	721	1002	313	1008	717	478	815	729	871
HORVU.MOREX.r2.4HG0278900	1973	2355	2461	2248	2245	1080	2775	1843	1016	1787	2058	1998
HORVU.MOREX.r2.4HG0278910	2230	3033	2819	1882	2010	832	2332	1873	978	1664	1865	1887
HORVU.MOREX.r2.4HG0278920	602	482	858	124	109	38	120	309	44	137	129	78
HORVU.MOREX.r2.4HG0278930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278940	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278950	0	0	4	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278970	0	0	0	0	0	2	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0278980	1229	1195	1500	1663	1811	833	1651	1072	1172	1911	1617	1811
HORVU.MOREX.r2.4HG0278990	428	557	450	528	603	204	651	461	397	614	516	592
HORVU.MOREX.r2.4HG0279000	221	223	253	232	192	64	185	157	81	232	123	162
HORVU.MOREX.r2.4HG0279010	125	163	165	99	143	34	118	156	48	129	89	176
HORVU.MOREX.r2.4HG0279020	507	698	603	936	782	349	772	773	284	438	421	565
HORVU.MOREX.r2.4HG0279030	110	177	103	90	67	33	80	50	118	197	253	182
HORVU.MOREX.r2.4HG0279040	843	1024	922	562	482	69	388	254	170	234	195	159
HORVU.MOREX.r2.4HG0279050	2	2	4	1	0	0	0	8	2	3	8	1
HORVU.MOREX.r2.4HG0279060	335	573	596	546	910	403	679	516	236	496	391	559
HORVU.MOREX.r2.4HG0279070	11	22	13	4	0	0	0	0	1	6	5	5
HORVU.MOREX.r2.4HG0279080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279100	0	0	0	0	0	0	0	0	0	0	0	2
HORVU.MOREX.r2.4HG0279110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279120	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279150	4	11	7	0	0	1	1	0	0	7	3	1
HORVU.MOREX.r2.4HG0279160	33	44	65	59	63	14	80	48	26	45	35	66
HORVU.MOREX.r2.4HG0279170	187	310	779	109	49	22	61	21	18	27	55	14
HORVU.MOREX.r2.4HG0279180	16301	18308	19567	8849	6888	2720	7459	5728	5568	5093	8925	7237
HORVU.MOREX.r2.4HG0279190	1314	1411	1550	1448	1281	691	1617	905	820	1806	1830	1713
HORVU.MOREX.r2.4HG0279200	1874	2922	2700	1878	1544	524	1682	1439	1084	906	1336	1134
HORVU.MOREX.r2.4HG0279210	0	5	0	2	0	1	0	0	0	0	0	4
HORVU.MOREX.r2.4HG0279220	341	413	393	544	600	171	390	422	219	259	268	258
HORVU.MOREX.r2.4HG0279230	7981	8232	9347	7634	5994	3203	8297	6149	3721	7017	7289	5586
HORVU.MOREX.r2.4HG0279240	438	466	569	452	504	163	465	419	306	453	483	460
HORVU.MOREX.r2.4HG0279250	304	326	348	411	328	60	332	229	168	132	127	68
HORVU.MOREX.r2.4HG0279260	1822	2213	2015	1349	1373	582	1577	1506	778	1216	1330	1554
HORVU.MOREX.r2.4HG0279270	1574	2045	1649	2407	4080	2700	3972	4834	2114	2488	2274	2679
HORVU.MOREX.r2.4HG0279280	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279290	332	215	396	262	323	195	507	337	105	354	346	241
HORVU.MOREX.r2.4HG0279300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279310	1942	2537	2333	3582	5322	2152	3465	3005	1865	2099	1895	2854
HORVU.MOREX.r2.4HG0279320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279330	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279340	3	5	8	5	9	1	5	4	10	53	21	48
HORVU.MOREX.r2.4HG0279350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279360	250	413	305	291	397	283	334	423	701	731	714	929
HORVU.MOREX.r2.4HG0279370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279380	1416	2188	1988	1538	1859	589	1696	1886	1216	1158	1374	1521
HORVU.MOREX.r2.4HG0279390	718	818	555	887	619	323	527	478	501	556	694	678
