# Program:featureCounts v1.6.4; Command:"featureCounts" "-T" "4" "-p" "-a" "../Hv_genome/gene_annotation/Barley_Morex_V2_gene_annotation_PGSB.all.gff3.gz" "-t" "gene" "-g" "ID" "-o" "../4_Counts/GC_GABA_ABA_geneCounts.txt" "../3_BAM/GABA_S3.STARAligned_sortedByName.bam" "../3_BAM/GABA_S2.STARAligned_sortedByName.bam" "../3_BAM/GABA_S4.STARAligned_sortedByName.bam" "../3_BAM/GABA_S1.STARAligned_sortedByName.bam" "../3_BAM/Kont_S3.STARAligned_sortedByName.bam" "../3_BAM/Kont_S2.STARAligned_sortedByName.bam" "../3_BAM/Kont_S4.STARAligned_sortedByName.bam" "../3_BAM/Kont_S1.STARAligned_sortedByName.bam" "../3_BAM/ABA_S3.STARAligned_sortedByName.bam" "../3_BAM/ABA_S2.STARAligned_sortedByName.bam" "../3_BAM/ABA_S4.STARAligned_sortedByName.bam" "../3_BAM/ABA_S1.STARAligned_sortedByName.bam" 
Geneid	../3_BAM/GABA_S3.STARAligned_sortedByName.bam	../3_BAM/GABA_S2.STARAligned_sortedByName.bam	../3_BAM/GABA_S4.STARAligned_sortedByName.bam	../3_BAM/GABA_S1.STARAligned_sortedByName.bam	../3_BAM/Kont_S3.STARAligned_sortedByName.bam	../3_BAM/Kont_S2.STARAligned_sortedByName.bam	../3_BAM/Kont_S4.STARAligned_sortedByName.bam	../3_BAM/Kont_S1.STARAligned_sortedByName.bam	../3_BAM/ABA_S3.STARAligned_sortedByName.bam	../3_BAM/ABA_S2.STARAligned_sortedByName.bam	../3_BAM/ABA_S4.STARAligned_sortedByName.bam	../3_BAM/ABA_S1.STARAligned_sortedByName.bam
HORVU.MOREX.r2.4HG0279400	170	255	245	259	341	118	226	271	182	193	297	264
HORVU.MOREX.r2.4HG0279410	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279420	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279440	1986	3131	2106	2787	2351	1373	2103	1609	2346	1505	2180	2186
HORVU.MOREX.r2.4HG0279450	71	89	90	82	93	30	127	118	36	56	57	71
HORVU.MOREX.r2.4HG0279460	0	5	0	0	0	0	3	2	1	3	3	0
HORVU.MOREX.r2.4HG0279470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279480	13345	16141	17878	10621	12421	4773	11948	12839	4957	10162	9544	10359
HORVU.MOREX.r2.4HG0279490	2733	4349	5459	3110	8102	1953	5228	8387	603	1523	1070	1175
HORVU.MOREX.r2.4HG0279500	19	17	12	31	40	6	31	10	21	24	41	9
HORVU.MOREX.r2.4HG0279510	597	756	810	748	585	273	916	528	323	744	975	727
HORVU.MOREX.r2.4HG0279520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279530	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279540	340	579	619	553	144	75	139	96	121	44	139	40
HORVU.MOREX.r2.4HG0279550	412	535	442	385	453	226	550	364	276	598	865	955
HORVU.MOREX.r2.4HG0279560	1734	2415	2574	1780	1632	616	2049	1304	1225	1528	2103	1758
HORVU.MOREX.r2.4HG0279570	2266	2963	2643	2095	1037	321	1235	654	1567	3477	4162	3009
HORVU.MOREX.r2.4HG0279580	2677	3632	2735	2332	1774	866	1904	1398	1608	1853	3117	2355
HORVU.MOREX.r2.4HG0279590	261	378	372	285	334	126	367	228	194	275	320	388
HORVU.MOREX.r2.4HG0279600	326	431	467	392	380	118	369	191	234	290	399	364
HORVU.MOREX.r2.4HG0279610	2	1	4	0	0	1	2	2	0	0	6	0
HORVU.MOREX.r2.4HG0279620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279630	0	0	0	0	1	0	0	12	2	7	2	15
HORVU.MOREX.r2.4HG0279640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279660	0	0	0	0	0	0	3	0	0	0	4	0
HORVU.MOREX.r2.4HG0279670	5	3	11	8	3	0	11	3	1	0	1	2
HORVU.MOREX.r2.4HG0279680	1737	3003	3926	855	338	207	404	279	279	441	242	364
HORVU.MOREX.r2.4HG0279690	209	294	273	281	194	53	236	249	131	217	230	267
HORVU.MOREX.r2.4HG0279700	118	139	144	121	74	41	126	117	54	97	83	101
HORVU.MOREX.r2.4HG0279710	453	629	549	583	504	243	487	465	322	349	532	429
HORVU.MOREX.r2.4HG0279720	5	5	3	2	8	6	7	7	6	15	17	7
HORVU.MOREX.r2.4HG0279730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279750	1084	1647	1298	1273	1260	498	886	929	834	601	1007	667
HORVU.MOREX.r2.4HG0279760	35	22	37	36	35	6	18	5	26	13	26	11
HORVU.MOREX.r2.4HG0279770	5097	6411	5679	3300	2706	965	3026	2643	2009	1976	2887	2699
HORVU.MOREX.r2.4HG0279780	456	577	531	657	645	342	623	428	441	795	847	801
HORVU.MOREX.r2.4HG0279790	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279810	538	685	522	530	367	164	345	290	427	313	409	324
HORVU.MOREX.r2.4HG0279820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279830	670	994	782	1018	996	256	1173	598	1415	1337	1538	2127
HORVU.MOREX.r2.4HG0279840	0	0	0	1	2	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279850	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279860	4080	4778	4498	2250	1208	822	1362	679	1168	934	1782	1194
HORVU.MOREX.r2.4HG0279870	292	280	400	427	497	169	460	216	215	280	227	228
HORVU.MOREX.r2.4HG0279880	84364	125625	137128	93164	99510	37041	135849	93007	105429	258690	350342	419237
HORVU.MOREX.r2.4HG0279890	2388	3251	3584	2953	4683	2240	4300	2818	2115	3083	2790	2899
HORVU.MOREX.r2.4HG0279900	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279910	593	641	705	683	959	377	811	522	825	656	1096	952
HORVU.MOREX.r2.4HG0279920	1195	1684	1738	1628	1267	719	1546	1155	578	1243	1411	1151
HORVU.MOREX.r2.4HG0279930	2215	3340	2284	2292	2303	909	2308	1554	1712	1401	2461	1849
HORVU.MOREX.r2.4HG0279940	18	14	12	9	7	2	6	6	1	8	3	1
HORVU.MOREX.r2.4HG0279950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0279960	2	0	5	1	0	0	0	4	0	0	0	4
HORVU.MOREX.r2.4HG0279970	2824	3995	4210	2948	3203	1108	3432	3387	2365	3074	3513	3776
HORVU.MOREX.r2.4HG0279980	352	515	520	466	714	202	564	584	209	389	315	364
HORVU.MOREX.r2.4HG0279990	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280000	1158	1530	1327	1022	1369	453	1327	1165	774	940	1024	1061
HORVU.MOREX.r2.4HG0280010	407	674	430	215	556	105	624	253	1906	1825	1564	975
HORVU.MOREX.r2.4HG0280020	6578	10273	8366	4032	4714	2482	5897	8857	3634	10525	11734	11512
HORVU.MOREX.r2.4HG0280030	361	470	448	458	672	266	565	508	304	464	453	545
HORVU.MOREX.r2.4HG0280040	1470	2349	1813	1422	1662	621	1647	930	1446	773	1838	1006
HORVU.MOREX.r2.4HG0280050	1125	1193	1339	1299	1214	611	1494	711	605	1128	1486	1054
HORVU.MOREX.r2.4HG0280060	465	453	457	437	663	216	522	409	433	307	386	524
HORVU.MOREX.r2.4HG0280070	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280100	12	18	3	60	14	1	4	4	29	25	30	20
HORVU.MOREX.r2.4HG0280110	64	112	31	291	51	15	48	12	41	55	141	96
HORVU.MOREX.r2.4HG0280120	0	0	0	0	0	0	3	0	2	1	0	0
HORVU.MOREX.r2.4HG0280130	0	0	0	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.4HG0280140	53	138	46	247	74	49	98	36	112	103	204	177
HORVU.MOREX.r2.4HG0280150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280160	166	190	226	175	306	88	203	246	156	132	233	271
HORVU.MOREX.r2.4HG0280170	65	83	98	45	64	23	63	38	27	43	78	27
HORVU.MOREX.r2.4HG0280180	400	834	674	975	820	464	699	618	836	695	952	949
HORVU.MOREX.r2.4HG0280190	205	326	328	248	234	99	331	151	124	209	368	261
HORVU.MOREX.r2.4HG0280200	1191	1398	1558	1387	2472	903	2155	1615	1419	1669	2257	2283
HORVU.MOREX.r2.4HG0280210	385	422	494	165	179	38	192	293	104	168	141	219
HORVU.MOREX.r2.4HG0280220	2949	4002	3580	3004	2715	1058	3073	2981	1182	2504	2724	2760
HORVU.MOREX.r2.4HG0280230	138	230	194	156	115	82	277	97	32	167	168	108
HORVU.MOREX.r2.4HG0280240	10345	12222	9658	11291	10703	4371	12935	8063	6396	7867	11482	9668
HORVU.MOREX.r2.4HG0280250	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280260	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280270	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280280	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280290	45	93	48	82	17	14	41	23	31	14	48	21
HORVU.MOREX.r2.4HG0280300	0	0	0	0	0	0	0	0	0	1	6	0
HORVU.MOREX.r2.4HG0280310	2137	2290	2932	2109	4110	1304	3362	2706	2298	2796	2349	3280
HORVU.MOREX.r2.4HG0280320	0	1	5	1	5	0	1	10	0	4	0	10
HORVU.MOREX.r2.4HG0280330	23	31	17	28	31	12	76	18	15	20	24	23
HORVU.MOREX.r2.4HG0280340	121	408	298	748	295	124	456	241	145	268	178	242
HORVU.MOREX.r2.4HG0280350	0	0	0	3	0	2	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280390	1	0	4	2	0	0	0	2	2	2	0	0
HORVU.MOREX.r2.4HG0280400	326	454	475	350	239	145	281	293	249	439	451	478
HORVU.MOREX.r2.4HG0280410	2414	2637	2783	1851	1638	688	1835	1681	797	1312	1768	1445
HORVU.MOREX.r2.4HG0280420	48	68	41	63	82	41	97	93	43	90	107	35
HORVU.MOREX.r2.4HG0280430	9586	16995	12902	13360	11555	6236	14710	12727	13863	14858	18073	17563
HORVU.MOREX.r2.4HG0280440	561	923	1051	722	799	185	731	727	123	280	245	319
HORVU.MOREX.r2.4HG0280450	0	0	2	2	0	0	0	2	0	2	0	5
HORVU.MOREX.r2.4HG0280460	26	20	39	37	21	9	26	39	3	24	0	11
HORVU.MOREX.r2.4HG0280470	1455	2096	2105	1668	1200	405	1164	1364	1037	1253	1484	1747
HORVU.MOREX.r2.4HG0280480	1136	2065	1301	1666	1083	522	991	466	1056	401	926	396
HORVU.MOREX.r2.4HG0280490	1481	1957	1646	1565	1073	606	1251	898	503	896	918	834
HORVU.MOREX.r2.4HG0280500	17	7	3	3	2	0	0	0	6	0	0	8
HORVU.MOREX.r2.4HG0280510	0	1	1	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280520	426	604	644	455	487	93	488	472	218	333	333	399
HORVU.MOREX.r2.4HG0280530	469	759	744	524	843	329	697	678	254	315	485	501
HORVU.MOREX.r2.4HG0280540	620	897	698	739	1030	409	830	812	773	590	834	740
HORVU.MOREX.r2.4HG0280550	264	355	382	366	561	143	433	340	276	491	350	406
HORVU.MOREX.r2.4HG0280560	208	233	278	260	233	146	403	241	136	231	245	240
HORVU.MOREX.r2.4HG0280570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280580	1094	1241	1394	1244	957	443	1128	826	630	1224	1202	1202
HORVU.MOREX.r2.4HG0280590	181	277	295	304	316	197	359	238	74	217	175	194
HORVU.MOREX.r2.4HG0280600	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280640	0	5	4	2	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280650	0	0	0	1	3	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280660	496	659	587	833	2488	859	1149	2049	482	928	652	1225
HORVU.MOREX.r2.4HG0280670	76	78	95	74	272	92	201	183	107	326	112	314
HORVU.MOREX.r2.4HG0280680	12	19	23	13	33	5	49	29	13	41	15	11
HORVU.MOREX.r2.4HG0280690	918	1276	1140	1009	1057	514	990	759	555	689	816	861
HORVU.MOREX.r2.4HG0280700	1	1	3	0	4	0	0	0	0	1	0	3
HORVU.MOREX.r2.4HG0280710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280720	3504	3898	3913	2905	2850	1484	3968	3194	1402	2208	3088	2653
HORVU.MOREX.r2.4HG0280730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280740	390	741	328	242	183	96	240	194	184	704	744	880
HORVU.MOREX.r2.4HG0280750	963	1058	1118	1242	1455	479	1347	1006	754	991	1184	1217
HORVU.MOREX.r2.4HG0280760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280770	315	462	466	398	527	163	561	505	347	435	524	741
HORVU.MOREX.r2.4HG0280780	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280790	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280810	56	114	64	65	71	37	100	37	31	50	118	97
HORVU.MOREX.r2.4HG0280820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280830	0	0	0	0	1	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280850	3330	4701	4019	4328	2824	1445	2768	1580	2197	1185	2912	1611
HORVU.MOREX.r2.4HG0280860	289	484	478	329	802	195	639	682	301	402	434	514
HORVU.MOREX.r2.4HG0280870	1642	1724	1787	1228	1122	579	1304	890	567	928	1162	948
HORVU.MOREX.r2.4HG0280880	313	346	447	283	205	118	322	122	152	171	285	268
HORVU.MOREX.r2.4HG0280890	462	611	566	439	436	229	454	384	343	338	493	441
HORVU.MOREX.r2.4HG0280900	298	425	445	279	175	58	307	224	103	312	192	339
HORVU.MOREX.r2.4HG0280910	5141	7225	6141	3100	1369	439	1379	1633	983	1406	1531	1520
HORVU.MOREX.r2.4HG0280920	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280940	17	32	33	2	0	0	1	13	7	13	6	7
HORVU.MOREX.r2.4HG0280950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280970	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0280990	5	5	0	0	0	0	0	1	0	0	2	0
HORVU.MOREX.r2.4HG0281000	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281020	433	483	524	522	605	204	561	451	318	469	409	490
HORVU.MOREX.r2.4HG0281030	43	60	77	43	23	10	15	15	23	11	19	20
HORVU.MOREX.r2.4HG0281040	8635	15205	14326	13431	6212	4581	5352	4912	3305	3212	4485	4155
HORVU.MOREX.r2.4HG0281050	8	27	10	8	7	9	9	15	7	13	10	35
HORVU.MOREX.r2.4HG0281060	394	402	473	668	1189	450	832	686	505	660	487	563
HORVU.MOREX.r2.4HG0281070	725	1216	961	865	1023	335	877	1065	400	467	508	586
HORVU.MOREX.r2.4HG0281080	974	2008	1138	2076	1089	580	1093	748	572	579	686	667
HORVU.MOREX.r2.4HG0281090	29619	39854	34776	29036	29679	10995	33108	33769	19410	27738	30285	32846
HORVU.MOREX.r2.4HG0281100	941	1120	1193	1382	1160	547	1231	896	593	935	902	952
HORVU.MOREX.r2.4HG0281110	911	1003	1293	958	1505	487	1500	1620	872	1595	1670	2431
HORVU.MOREX.r2.4HG0281120	2242	2713	2455	2866	1836	1066	2442	1335	745	1412	1560	1107
HORVU.MOREX.r2.4HG0281130	999	1361	1181	1204	1280	605	1266	1077	670	1095	918	1181
HORVU.MOREX.r2.4HG0281140	1722	2168	2310	1594	1693	756	2185	2020	814	1707	1753	1806
HORVU.MOREX.r2.4HG0281150	257	426	447	346	390	151	479	424	122	307	346	310
HORVU.MOREX.r2.4HG0281160	94	168	150	83	90	28	97	91	45	93	90	109
HORVU.MOREX.r2.4HG0281170	683	854	983	1110	1075	425	1181	735	415	1044	1038	870
HORVU.MOREX.r2.4HG0281180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281190	48	82	79	97	92	44	36	77	55	32	27	8
HORVU.MOREX.r2.4HG0281200	162	199	185	185	220	41	159	166	107	137	99	204
HORVU.MOREX.r2.4HG0281210	1379	2218	2105	2190	2401	574	2399	1560	972	1198	1463	1425
HORVU.MOREX.r2.4HG0281220	468	584	933	381	193	67	280	245	235	671	857	909
HORVU.MOREX.r2.4HG0281230	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281240	755	910	1065	579	625	167	594	619	506	650	698	971
HORVU.MOREX.r2.4HG0281250	4520	6873	5342	5001	3640	1487	3657	2940	2625	2322	3223	2231
HORVU.MOREX.r2.4HG0281260	38	74	53	46	73	23	64	45	32	88	58	178
HORVU.MOREX.r2.4HG0281270	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281280	401	371	560	478	615	227	565	661	243	578	431	641
HORVU.MOREX.r2.4HG0281290	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281310	4	0	5	0	0	0	0	0	0	0	5	0
HORVU.MOREX.r2.4HG0281320	21	17	27	22	5	3	1	15	7	14	27	17
HORVU.MOREX.r2.4HG0281330	19	21	25	25	12	0	8	15	8	22	10	45
HORVU.MOREX.r2.4HG0281340	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281350	0	2	0	0	0	0	0	0	0	1	0	1
HORVU.MOREX.r2.4HG0281360	0	0	0	1	2	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281410	27	54	43	41	40	17	39	33	11	50	22	34
HORVU.MOREX.r2.4HG0281420	966	1421	959	686	510	243	516	573	371	707	582	872
HORVU.MOREX.r2.4HG0281430	7	0	0	3	0	0	0	0	2	0	0	0
HORVU.MOREX.r2.4HG0281440	3174	4198	3737	2898	3953	1491	3412	4005	1840	2636	2628	2861
HORVU.MOREX.r2.4HG0281450	27	58	68	34	46	34	33	53	20	15	21	18
HORVU.MOREX.r2.4HG0281460	5543	8079	7223	5561	4593	2034	5273	3953	2901	3199	4811	3447
HORVU.MOREX.r2.4HG0281470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281500	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281510	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281530	1	1	7	1	0	0	7	8	0	0	0	1
HORVU.MOREX.r2.4HG0281540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281550	244	306	358	226	324	148	256	418	218	177	271	239
HORVU.MOREX.r2.4HG0281560	0	0	1	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281570	0	0	0	0	0	0	4	0	3	0	0	0
HORVU.MOREX.r2.4HG0281580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281590	0	1	4	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281600	4	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281650	221	294	238	233	202	123	243	154	84	166	207	139
HORVU.MOREX.r2.4HG0281660	1847	2238	2155	1990	1304	806	1825	1163	629	1224	1657	1256
HORVU.MOREX.r2.4HG0281670	137	268	173	505	240	139	291	172	259	393	458	455
HORVU.MOREX.r2.4HG0281680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281690	4760	4782	3109	1318	563	664	1667	908	1283	3043	2628	2067
HORVU.MOREX.r2.4HG0281700	4	8	14	21	21	13	14	3	9	3	19	8
HORVU.MOREX.r2.4HG0281710	4027	6470	5615	7168	4468	1566	4864	1199	1271	1256	1613	1058
HORVU.MOREX.r2.4HG0281720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281730	26	7	11	8	6	3	26	6	5	12	15	11
HORVU.MOREX.r2.4HG0281740	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281760	396	704	476	534	384	180	456	447	322	475	376	535
HORVU.MOREX.r2.4HG0281770	3784	7011	3459	6267	1932	1073	1874	1742	2226	2391	3182	3389
HORVU.MOREX.r2.4HG0281780	27	22	18	17	42	10	46	65	28	21	8	36
HORVU.MOREX.r2.4HG0281790	2842	4113	3816	2155	2274	753	2130	2550	851	1285	1219	1385
HORVU.MOREX.r2.4HG0281800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281810	0	0	0	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.4HG0281820	424	674	545	469	389	191	481	270	208	382	488	380
HORVU.MOREX.r2.4HG0281830	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281840	0	0	0	3	6	1	1	3	0	2	0	0
HORVU.MOREX.r2.4HG0281850	18	34	41	30	33	18	42	22	22	66	21	27
HORVU.MOREX.r2.4HG0281860	733	1451	1441	2005	787	445	1001	389	543	694	988	434
HORVU.MOREX.r2.4HG0281870	1	0	1	0	0	0	0	2	1	6	0	0
HORVU.MOREX.r2.4HG0281880	55	116	158	79	71	34	95	53	37	24	65	29
HORVU.MOREX.r2.4HG0281890	842	1043	1001	952	1166	369	1163	617	440	746	905	1030
HORVU.MOREX.r2.4HG0281900	5	0	7	2	0	0	0	0	3	0	0	0
HORVU.MOREX.r2.4HG0281910	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281920	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281940	1256	1857	975	1021	398	113	222	64	451	252	1022	530
HORVU.MOREX.r2.4HG0281950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281960	2392	3334	3000	3154	2171	1297	2722	1466	1256	2206	2621	1909
HORVU.MOREX.r2.4HG0281970	397	559	588	666	473	107	932	413	125	309	472	386
HORVU.MOREX.r2.4HG0281980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0281990	1783	1937	2440	1777	3433	1157	3366	2079	1658	2416	3509	2863
HORVU.MOREX.r2.4HG0282000	18	67	43	19	19	2	12	13	2	9	5	3
HORVU.MOREX.r2.4HG0282010	30085	36353	38218	34135	60436	37261	54760	69496	22537	31478	20525	26116
HORVU.MOREX.r2.4HG0282020	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282030	0	1	1	3	1	1	4	65	5	10	1	9
HORVU.MOREX.r2.4HG0282040	102	121	170	141	96	131	150	83	66	129	141	85
HORVU.MOREX.r2.4HG0282050	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282060	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282070	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282080	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282090	4061	4283	4744	4190	3061	1807	4581	2460	1654	3933	3908	3020
HORVU.MOREX.r2.4HG0282100	353	299	311	257	290	110	232	240	206	251	264	310
HORVU.MOREX.r2.4HG0282110	527	787	617	583	497	217	608	535	272	389	502	588
HORVU.MOREX.r2.4HG0282120	275	664	383	839	353	259	304	338	426	420	461	390
HORVU.MOREX.r2.4HG0282130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282140	39	73	62	15	3	0	4	18	6	18	15	21
HORVU.MOREX.r2.4HG0282150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282160	996	1493	1433	1421	1558	622	1535	1217	1038	1252	1411	1331
HORVU.MOREX.r2.4HG0282170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.4HG0282190	29	50	69	36	30	3	30	53	14	54	23	41
HORVU.MOREX.r2.4HG0282200	36	47	39	15	41	16	14	14	16	19	48	30
HORVU.MOREX.r2.4HG0282210	1757	2336	2137	2254	2044	819	1740	1308	801	1212	1478	1179
HORVU.MOREX.r2.4HG0282220	286	306	362	286	410	89	424	462	228	275	264	376
HORVU.MOREX.r2.4HG0282230	2	5	3	3	7	6	8	10	1	15	8	4
